TIMESTAMP,RECORD,Batt_volt,Logger_Temp,TotalSapFlow_a,SFD_Outer_a,SFD_Inner_a,Alpha_Outer_a,Alpha_Inner_a,Beta_Outer_a,Beta_Inner_a,Tmax_Outer_a,Tmax_Inner_a,TotalSapFlow_b,SFD_Outer_b,SFD_Inner_b,Alpha_Outer_b,Alpha_Inner_b,Beta_Outer_b,Beta_Inner_b,Tmax_Outer_b,Tmax_Inner_b,TotalSapFlow_c,SFD_Outer_c,SFD_Inner_c,Alpha_Outer_c,Alpha_Inner_c,Beta_Outer_c,Beta_Inner_c,Tmax_Outer_c,Tmax_Inner_c,TotalSapFlow_d,SFD_Outer_d,SFD_Inner_d,Alpha_Outer_d,Alpha_Inner_d,Beta_Outer_d,Beta_Inner_d,Tmax_Outer_d,Tmax_Inner_d,TotalSapFlow_e,SFD_Outer_e,SFD_Inner_e,Alpha_Outer_e,Alpha_Inner_e,Beta_Outer_e,Beta_Inner_e,Tmax_Outer_e,Tmax_Inner_e,Solar,Precipitation,Strikes,StrikeDistance,WindSpeed,WindDirection,GustWindSpeed1,AirTemp,Vapor_Pressure,AtmPressure,RelHumidity,RelHumidityTemp,XOrientation,YOrientation,CompassHeading,N_Wind,E_Wind,GustWindSpeed2,ETo,VPD,Soil_Raw,Soil_Temp,Soil_Water,Canopy_Temp,IRT_Sensor_Temp
24/03/2025 20:45,51,12.85,30.39,0.102,2.68,1.86,0.22063,0.1536,0.21406,0.15784,70.259,59.79,0.08,2.55,0.85,0.21048,0.07059,0.26866,0.066,51.153,62.201,0.063,2.75,-0.27,0.22724,-0.02413,0.23446,-0.04277,61.274,60.832,0.011,0.62,-0.23,0.05105,-0.02109,0.05042,-0.02471,64.435,62.476,0.041,1.88,-0.27,0.15508,-0.02471,0.15012,-0.04659,51.324,53.903,0,0,0,0,0.46,103.3,1.26,30,0.51,97.8,0.12,29.4,-0.3,0.3,0,-0.11,0.45,1.26,0.046,3.742,2018,35.8,0.087,27.61,29.17
24/03/2025 21:00,52,12.85,30.08,0.146,4.34,1.96,0.35872,0.16212,0.36677,0.16678,69.643,61.93,0.075,2.44,0.77,0.20158,0.06366,0.2407,0.06256,50.851,63.649,0.058,2.52,-0.27,0.20866,-0.02393,0.216,-0.04259,60.571,59.371,0.009,0.56,-0.23,0.0467,-0.02109,0.0461,-0.02889,65.127,61.145,0.03,1.41,-0.27,0.11706,-0.02455,0.13011,-0.04963,47.613,54.473,0,0,0,0,0.74,106.2,1.86,30.1,0.51,97.8,0.12,29.1,-0.6,0.2,0,-0.21,0.71,1.86,0.073,3.764,2018,35.6,0.087,28.14,29.12
24/03/2025 21:15,53,12.84,29.84,0.107,2.87,1.88,0.2372,0.15522,0.2513,0.16304,47.878,60.733,0.103,3.43,0.91,0.28388,0.07508,0.29508,0.06709,56.277,63.33,0.062,2.65,-0.21,0.21898,-0.02023,0.22556,-0.03925,59.116,58.675,0.01,0.56,-0.17,0.04628,-0.01675,0.0457,-0.02463,65.835,62.358,0.016,0.88,-0.27,0.07278,-0.02455,0.0974,-0.04963,51.639,54.974,0,0,0,0,0.54,113.9,1.35,29.7,0.52,97.8,0.124,29,-0.7,0.3,0,-0.22,0.49,1.35,0.053,3.662,2018,35.5,0.087,26.9,28.85
24/03/2025 21:30,54,12.84,29.24,0.082,2.02,1.7,0.16702,0.14026,0.1608,0.14812,79.661,60.412,0.074,2.37,0.8,0.19589,0.06655,0.21079,0.05828,58.337,61.896,0.069,2.93,-0.23,0.24147,-0.02061,0.25035,-0.04377,55.835,58.679,0.014,0.73,-0.19,0.06034,-0.01693,0.0554,-0.02481,65.264,59.765,0.038,1.71,-0.23,0.1409,-0.02109,0.14658,-0.04297,51.822,54.15,0,0,0,0,0.33,149.1,0.83,28.6,0.52,97.8,0.134,28.4,-0.7,0.2,0,-0.28,0.17,0.83,0.032,3.397,2018,35.3,0.087,24.76,27.87
24/03/2025 21:45,55,12.83,28.31,0.135,3.67,2.3,0.3031,0.19016,0.37024,0.19325,54.766,59.842,0.107,3.56,0.95,0.29452,0.07923,0.37442,0.07408,44.177,60.972,0.075,3.11,-0.13,0.25665,-0.01237,0.27254,-0.03975,58.041,60.377,0.013,0.73,-0.23,0.06034,-0.02119,0.0554,-0.02481,63.155,61.701,0.021,1.05,-0.23,0.08648,-0.02137,0.1161,-0.04345,51.947,55.032,0,0,0,0,0.28,178.1,0.6,27.3,0.54,97.8,0.148,27.5,-0.7,0.2,0,-0.28,0.01,0.6,0.026,3.098,2017,35.2,0.087,22.73,26.39
24/03/2025 22:00,56,12.83,27.16,0.132,3.7,2.1,0.30563,0.17308,0.3358,0.17324,60.343,60.155,0.103,3.4,0.97,0.28072,0.08028,0.35322,0.07156,40.864,60.656,0.071,3.05,-0.28,0.25276,-0.02523,0.26801,-0.04845,56.91,58.743,0.012,0.7,-0.24,0.05736,-0.02159,0.05218,-0.02513,64.947,60.711,0.038,1.74,-0.24,0.14354,-0.02169,0.15012,-0.04719,49.922,53.508,0,0,0,0,0.17,292.1,0.33,25.8,0.56,97.8,0.168,26.3,-0.6,0.1,0,0.07,-0.16,0.33,0.015,2.769,2018,35,0.087,21.91,24.85
24/03/2025 22:15,57,12.83,26.04,0.136,3.84,2.14,0.31676,0.17764,0.37359,0.18426,53.012,59.094,0.095,3.19,0.81,0.26332,0.06748,0.2636,0.05895,69.083,60.156,0.07,2.97,-0.23,0.24494,-0.02135,0.26471,-0.04503,59.177,59.494,0.012,0.64,-0.19,0.0531,-0.01733,0.05236,-0.02535,65.452,60.46,0.028,1.36,-0.28,0.11272,-0.02545,0.1278,-0.05077,49.554,53.143,0,0,0,0,0.18,298.3,0.39,24.7,0.57,97.8,0.183,24.9,-0.7,0.2,0,0.08,-0.15,0.39,0.015,2.547,2017,34.8,0.087,21.11,23.59
24/03/2025 22:30,58,12.83,25.11,0.099,2.56,1.85,0.21219,0.15302,0.2141,0.1569,62.163,59.217,0.101,3.4,0.85,0.28072,0.07118,0.30294,0.06587,53.286,60.841,0.065,2.84,-0.28,0.23452,-0.02557,0.24454,-0.04881,56.264,59.612,0.011,0.64,-0.24,0.05284,-0.02159,0.0477,-0.02513,62.28,61.079,0.026,1.34,-0.37,0.11137,-0.03247,0.13802,-0.05371,50.552,54.892,0,0,0,0,0.3,272.4,0.64,23.6,0.58,97.8,0.198,23.8,-0.8,0.3,0,0.01,-0.3,0.64,0.024,2.34,2016,34.7,0.086,20.71,22.7
24/03/2025 22:45,59,12.82,24.26,0.085,2.1,1.72,0.17324,0.1428,0.17932,0.15026,65.743,60.541,0.093,3.08,0.85,0.25471,0.07118,0.3016,0.06587,47.049,60.597,0.073,3.1,-0.23,0.25622,-0.02135,0.27461,-0.04901,56.008,59.86,0.011,0.64,-0.24,0.05284,-0.02165,0.0477,-0.02951,64.875,59.629,0.033,1.55,-0.28,0.12863,-0.02565,0.13616,-0.05099,50.23,52.809,0,0,0,0,0.28,275,0.45,22.6,0.58,97.8,0.213,22.9,-0.6,0,0,0.02,-0.28,0.45,0.022,2.162,2017,34.5,0.087,20.01,21.83
24/03/2025 23:00,60,12.81,23.46,0.107,2.83,1.92,0.23361,0.15806,0.23091,0.15848,66.984,59.777,0.084,2.76,0.8,0.22812,0.06629,0.23493,0.0614,63.035,60.099,0.068,2.94,-0.28,0.24329,-0.02523,0.25592,-0.05233,58.482,59.555,0.009,0.57,-0.24,0.04793,-0.02165,0.04731,-0.02951,64.928,59.431,0.042,1.91,-0.28,0.15749,-0.02559,0.18176,-0.04737,49.852,52.934,0,0,0,0,0.24,250,0.52,22.1,0.58,97.8,0.218,22,-0.6,0.1,0,-0.08,-0.22,0.52,0.018,2.084,2016,34.3,0.087,20.35,21.41
24/03/2025 23:15,61,12.8,22.85,0.124,3.5,1.93,0.28978,0.15962,0.34067,0.16327,57.332,59.904,0.09,2.97,0.83,0.24584,0.068,0.27564,0.06342,56.485,62.54,0.062,2.73,-0.33,0.22556,-0.02865,0.23912,-0.04725,61.126,58.916,0.01,0.57,-0.19,0.04708,-0.01719,0.04238,-0.02513,65.12,60.382,0.036,1.65,-0.24,0.13676,-0.02169,0.1692,-0.04701,50.798,53.376,0,0,0,0,0.18,347.5,0.44,22.2,0.58,97.8,0.215,21.5,-0.6,0.3,0,0.18,-0.04,0.44,0.014,2.105,2017,34.1,0.087,21.51,21.18
24/03/2025 23:30,62,12.81,22.68,0.066,1.34,1.74,0.11086,0.14334,0.09701,0.14496,60.276,62.346,0.066,2.21,0.57,0.1828,0.04708,0.19932,0.04308,67.469,64.284,0.047,2.19,-0.41,0.18046,-0.03537,0.18834,-0.05367,62.838,62.648,0.001,0.25,-0.23,0.02051,-0.02109,0.02038,-0.02877,67.114,61.115,0.026,1.29,-0.31,0.10684,-0.02831,0.1246,-0.05307,53.569,54.888,0,0,0,0,0.49,92,1.86,24,0.54,97.8,0.182,21.6,-0.4,0.2,0,-0.02,0.49,1.86,0.04,2.445,2016,33.9,0.086,26.87,23.17
24/03/2025 23:45,63,12.8,23.48,0.075,1.85,1.55,0.15254,0.12896,0.16304,0.13752,65.113,62.668,0.094,3.12,0.87,0.25782,0.07189,0.28604,0.06762,44.866,63.16,0.056,2.52,-0.35,0.20837,-0.03129,0.21928,-0.04567,59.441,62.286,0.003,0.35,-0.28,0.02861,-0.02495,0.02836,-0.02447,67.718,61.967,0.023,1.2,-0.34,0.09909,-0.03039,0.11394,-0.04803,54.074,54.137,0,0,0,0,0.61,89.4,1.53,26,0.48,97.8,0.144,23.1,-0.6,0.2,0,0.01,0.61,1.53,0.054,2.883,2016,33.8,0.087,24.73,25.42
25/03/2025 0:00,64,12.8,23.97,0.094,2.49,1.68,0.20586,0.1386,0.21017,0.14357,66.997,62.546,0.097,3.21,0.9,0.26478,0.07362,0.32501,0.06583,45.99,62.786,0.061,2.68,-0.31,0.22068,-0.02787,0.23108,-0.05035,60.248,61.322,0.007,0.5,-0.28,0.04202,-0.02513,0.04148,-0.02463,65.912,61.175,0.018,0.95,-0.3,0.0791,-0.02707,0.09146,-0.04817,52.637,54.712,0,0,0,0,0.24,87.3,1.21,25.3,0.48,97.8,0.148,24,-0.7,0.2,0,0.01,0.24,1.21,0.021,2.753,2016,33.6,0.086,23.55,25.37
25/03/2025 0:15,65,12.8,23.73,0.147,4.33,2.07,0.35712,0.17184,0.41466,0.17909,52.885,60.22,0.098,3.26,0.87,0.26916,0.0723,0.36422,0.06408,34.812,61.848,0.066,2.91,-0.33,0.24026,-0.02877,0.26072,-0.05153,58.985,60.313,0.009,0.53,-0.19,0.04344,-0.01707,0.0429,-0.02495,65.911,61.175,0.027,1.32,-0.31,0.10841,-0.02733,0.12203,-0.04835,49.795,54.136,0,0,0,0,0.16,329.1,0.58,24.2,0.48,97.8,0.158,23.8,-0.8,0.1,0,0.14,-0.08,0.58,0.014,2.547,2016,33.4,0.086,21.5,24.24
25/03/2025 0:30,66,12.79,23.22,0.144,4.22,2.03,0.34882,0.16733,0.37327,0.1676,67.61,60.151,0.094,3.12,0.84,0.25782,0.06947,0.28766,0.06448,38.56,62.846,0.066,2.89,-0.33,0.23813,-0.02843,0.25177,-0.05095,57.155,58.227,0.008,0.52,-0.23,0.04327,-0.02119,0.0427,-0.02481,65.37,59.873,0.022,1.15,-0.31,0.09502,-0.02727,0.11198,-0.05151,51.75,55.083,0,0,0,0,0.19,250.1,0.41,23.6,0.48,97.8,0.163,23.1,-0.6,0.4,0,-0.07,-0.18,0.41,0.016,2.443,2016,33.2,0.086,20.98,23.36
25/03/2025 0:45,67,12.79,22.72,0.112,3.01,1.96,0.24846,0.16234,0.29292,0.16966,58.217,61.039,0.088,3.01,0.67,0.24854,0.05595,0.26944,0.05124,56.424,60.981,0.063,2.79,-0.31,0.23054,-0.02831,0.24727,-0.04689,59.056,59.876,0.007,0.46,-0.23,0.03868,-0.02125,0.03816,-0.02901,65.808,60.312,0.021,1.08,-0.31,0.08924,-0.02743,0.11198,-0.04849,50.798,54.134,0,0,0,0,0.18,314.6,1.04,23.1,0.48,97.8,0.17,22.5,-0.6,0.3,0,0.13,-0.13,1.04,0.015,2.35,2015,33,0.086,20.76,22.5
25/03/2025 1:00,68,12.79,22.29,0.096,2.51,1.75,0.20679,0.14464,0.2043,0.14864,66.557,61.103,0.119,4.02,0.95,0.33176,0.07857,0.35344,0.06608,53.485,60.791,0.069,3.01,-0.33,0.24888,-0.02889,0.2705,-0.04765,55.384,58.985,0.01,0.59,-0.23,0.04812,-0.02135,0.0475,-0.02503,63.724,59.998,0.026,1.3,-0.31,0.10749,-0.02743,0.12616,-0.04849,50.11,53.445,0,0,0,0,0.18,241.5,0.45,22.6,0.5,97.8,0.183,22,-0.6,0.4,0,-0.08,-0.15,0.45,0.015,2.244,2015,32.9,0.086,19.88,22.02
25/03/2025 1:15,69,12.78,21.75,0.134,3.81,2.07,0.31433,0.17102,0.33773,0.1706,61.231,60.541,0.102,3.5,0.77,0.28971,0.06336,0.31624,0.05849,50.237,60.289,0.066,2.87,-0.28,0.23774,-0.02503,0.264,-0.04803,53.929,58.541,0.011,0.59,-0.19,0.04834,-0.01729,0.039,-0.02523,64.622,59.377,0.032,1.48,-0.27,0.1227,-0.02445,0.14628,-0.04913,49.1,55.202,0,0,0,0,0.22,304,0.4,21.4,0.51,97.8,0.201,21.4,-0.7,0.3,0,0.12,-0.18,0.4,0.017,2.04,2014,32.7,0.086,19.06,21.08
25/03/2025 1:30,70,12.78,21.16,0.104,2.77,1.84,0.22945,0.15136,0.23473,0.15905,62.598,59.652,0.077,2.52,0.73,0.20808,0.06018,0.27364,0.05533,52.171,60.725,0.062,2.79,-0.38,0.22989,-0.03311,0.2453,-0.05971,59.489,60.057,0.006,0.48,-0.28,0.03936,-0.02589,0.03884,-0.02939,64.488,60.255,0.029,1.37,-0.27,0.11364,-0.02417,0.13168,-0.04549,49.913,54.504,0,0,0,0,0.19,262.6,0.51,20.7,0.54,97.8,0.221,20.7,-0.9,0.1,0,-0.02,-0.19,0.51,0.014,1.905,2014,32.5,0.086,18.58,20.23
25/03/2025 1:45,71,12.79,20.65,0.094,2.42,1.78,0.20024,0.14693,0.19871,0.1514,65.666,58.958,0.081,2.66,0.77,0.22,0.0638,0.26644,0.05533,45.497,60.296,0.063,2.8,-0.37,0.23148,-0.03269,0.25177,-0.05129,57.834,59.663,0.008,0.53,-0.24,0.04384,-0.02175,0.04327,-0.02535,63.795,58.804,0.028,1.33,-0.27,0.10988,-0.02407,0.13098,-0.04849,51.037,54.621,0,0,0,0,0.14,250,0.49,20.5,0.54,97.8,0.225,20.1,-0.6,0,0,-0.05,-0.13,0.49,0.01,1.872,2016,32.3,0.086,19.24,19.92
25/03/2025 2:00,72,12.78,20.27,0.092,2.34,1.77,0.19288,0.1459,0.19068,0.15037,64.918,60.968,0.082,2.69,0.8,0.22168,0.06608,0.27413,0.05443,46.807,59.109,0.062,2.77,-0.37,0.22886,-0.03253,0.24228,-0.05113,59.853,58.906,0.008,0.52,-0.24,0.0431,-0.02145,0.03838,-0.02923,64.296,59.556,0.027,1.29,-0.27,0.10656,-0.02407,0.12516,-0.04523,50.09,54.43,0,0,0,0,0.22,260.3,0.54,20.3,0.55,97.7,0.231,19.7,-0.8,0.1,0,-0.04,-0.21,0.54,0.016,1.835,2014,32.2,0.086,19.22,19.69
25/03/2025 2:15,73,12.77,19.93,0.098,2.49,1.89,0.20658,0.15633,0.24178,0.16383,53.876,58.704,0.085,2.8,0.8,0.2314,0.06561,0.31546,0.0608,44.123,58.674,0.063,2.8,-0.37,0.23108,-0.03205,0.24426,-0.05035,58.602,58.665,0.007,0.46,-0.23,0.03855,-0.02135,0.03387,-0.02503,65.268,60.028,0.027,1.29,-0.23,0.10624,-0.02049,0.12806,-0.04191,51.602,54.936,0,0,0,0,0.16,240.6,0.45,20.1,0.57,97.7,0.242,19.5,-0.8,0.2,0,-0.08,-0.14,0.45,0.011,1.786,2015,32,0.086,19.43,19.57
25/03/2025 2:30,74,12.76,19.63,0.14,4.1,1.98,0.33906,0.16288,0.38257,0.17025,51.122,60.209,0.093,3.14,0.8,0.25974,0.06608,0.38133,0.0577,37.127,61.166,0.065,2.91,-0.42,0.24053,-0.03667,0.24992,-0.05519,57.594,59.679,0.007,0.48,-0.23,0.03884,-0.02135,0.03838,-0.02913,64.198,59.714,0.021,1.08,-0.27,0.08872,-0.02383,0.11906,-0.04803,51.035,53.864,0,0,0,0,0.14,268.9,0.41,20,0.58,97.7,0.25,19.2,-0.7,0.3,0,0,-0.14,0.41,0.01,1.756,2014,31.9,0.086,18.4,19.43
25/03/2025 2:45,75,12.77,19.36,0.142,4.13,2.07,0.34172,0.17144,0.33644,0.17227,62.84,61.148,0.086,2.84,0.8,0.23508,0.0654,0.29029,0.05734,40.319,62.613,0.061,2.72,-0.37,0.22478,-0.03241,0.23743,-0.05095,57.399,58.725,0.006,0.42,-0.23,0.03428,-0.02135,0.03387,-0.02913,65.522,61.039,0.032,1.47,-0.23,0.12154,-0.02039,0.13646,-0.04475,50.906,54.74,0,0,0,0,0.15,307.1,0.47,19.6,0.6,97.7,0.264,19,-0.7,0.1,0,0.09,-0.12,0.47,0.01,1.681,2014,31.7,0.086,18.58,19.13
25/03/2025 3:00,76,12.76,19.12,0.098,2.51,1.91,0.20713,0.15684,0.25218,0.161,59.579,62.652,0.083,2.76,0.76,0.2276,0.0625,0.3077,0.05422,43.196,61.748,0.061,2.75,-0.41,0.22642,-0.03637,0.23596,-0.05473,57.391,61.244,0.007,0.46,-0.23,0.03868,-0.02135,0.03816,-0.02913,65.174,58.667,0.029,1.39,-0.3,0.1147,-0.02707,0.12739,-0.04791,49.955,54.543,0,0,0,0,0.1,285.6,0.37,19.4,0.62,97.7,0.274,18.7,-0.7,0.2,0,0.03,-0.1,0.37,0.007,1.638,2014,31.5,0.086,17.98,18.74
25/03/2025 3:15,77,12.76,18.87,0.171,5.21,2.16,0.43034,0.17778,0.45239,0.18168,68.04,59.58,0.087,2.9,0.77,0.24008,0.06318,0.26375,0.05146,44.064,60.363,0.067,2.94,-0.33,0.24295,-0.02865,0.2522,-0.05129,57.891,60.227,0.008,0.53,-0.24,0.04404,-0.02165,0.04344,-0.02523,62.7,59.73,0.037,1.7,-0.27,0.14014,-0.02375,0.15076,-0.04475,49.772,54.614,0,0,0,0,0.2,280.4,0.42,19,0.63,97.7,0.288,18.5,-0.8,0.1,0,0.04,-0.2,0.42,0.013,1.567,2015,31.4,0.086,17.23,18.38
25/03/2025 3:30,78,12.78,18.6,0.131,3.81,1.89,0.31433,0.15581,0.33834,0.16346,57.131,60.954,0.07,2.3,0.66,0.18926,0.05384,0.20269,0.0455,58.379,60.688,0.069,3.07,-0.37,0.25317,-0.03269,0.26457,-0.05493,56.752,59.342,0.007,0.53,-0.28,0.04404,-0.02589,0.04344,-0.02939,62.768,59.545,0.03,1.4,-0.23,0.11536,-0.02043,0.13898,-0.04493,49.764,54.354,0,0,0,0,0.28,297.9,0.51,18.5,0.64,97.7,0.302,18.2,-0.8,0.3,0,0.13,-0.24,0.51,0.017,1.489,2014,31.2,0.086,16.86,17.84
25/03/2025 3:45,79,12.76,18.28,0.113,3.1,1.92,0.25636,0.1586,0.27424,0.16556,73.249,58.517,0.079,2.61,0.76,0.21558,0.06293,0.23195,0.05828,58.627,61.438,0.072,3.14,-0.33,0.25937,-0.02865,0.27175,-0.05113,59.221,58.778,0.008,0.53,-0.24,0.04384,-0.02165,0.04327,-0.02523,64.472,60.999,0.036,1.67,-0.27,0.13743,-0.02385,0.14823,-0.04493,51.142,54.473,0,0,0,0,0.24,261.4,0.41,18,0.65,97.7,0.313,17.8,-0.9,0.1,0,-0.04,-0.23,0.41,0.014,1.42,2013,31.1,0.085,16.16,17.37
25/03/2025 4:00,80,12.76,17.9,0.021,-0.34,1.6,-0.02987,0.13206,-0.01461,0.1364,68.986,59.519,0.112,3.74,0.97,0.30888,0.07948,0.36028,0.06759,50.259,62.066,0.062,2.72,-0.31,0.22399,-0.02817,0.23972,-0.05051,56.254,59.097,0.007,0.48,-0.24,0.03954,-0.02185,0.039,-0.02963,63.595,60.374,0.03,1.44,-0.27,0.11951,-0.02393,0.14566,-0.04817,49.753,52.833,0,0,0,0,0.2,324.4,0.46,17.5,0.65,97.8,0.328,17.4,-1.1,0.1,0,0.17,-0.12,0.46,0.012,1.346,2014,30.9,0.086,16.03,16.85
25/03/2025 4:15,81,12.76,17.55,0.083,1.99,1.78,0.16406,0.14693,0.19564,0.15088,84.963,60.96,0.092,3.15,0.73,0.26066,0.05993,0.27296,0.0516,52.877,60.934,0.062,2.82,-0.41,0.23294,-0.03637,0.24144,-0.05451,57.324,60.417,0.004,0.36,-0.24,0.03034,-0.02159,0.02998,-0.02513,65.26,59.261,0.029,1.39,-0.27,0.11438,-0.02375,0.12702,-0.04463,50.321,53.402,0,0,0,0,0.22,302.4,0.48,17.2,0.65,97.8,0.333,17,-0.9,0.2,0,0.12,-0.19,0.48,0.013,1.311,2014,30.7,0.086,16.17,16.46
25/03/2025 4:30,82,12.75,17.29,0.085,2.12,1.71,0.17434,0.14076,0.17229,0.14538,65.539,59.334,0.124,4.38,0.74,0.36266,0.06126,0.35714,0.05288,66.626,60.941,0.065,2.96,-0.47,0.2438,-0.04053,0.26267,-0.05473,58.592,58.655,0.006,0.48,-0.28,0.03918,-0.02589,0.03868,-0.02939,65.985,60.995,0.009,0.62,-0.3,0.05068,-0.02713,0.07192,-0.04791,51.58,53.656,0,0,0,0,0.22,257.2,0.51,17.1,0.66,97.8,0.338,16.7,-0.7,0.1,0,-0.05,-0.21,0.51,0.012,1.293,2013,30.6,0.085,16.1,16.29
25/03/2025 4:45,83,12.76,17.09,0.019,-0.28,1.43,-0.02495,0.1186,-0.02051,0.1269,61.645,59.202,0.079,2.65,0.69,0.21852,0.05675,0.25254,0.0486,58.565,61.624,0.061,2.72,-0.37,0.22399,-0.03217,0.24373,-0.05435,59.029,60.103,0.005,0.42,-0.28,0.03444,-0.02579,0.03402,-0.02923,63.353,60.888,0.027,1.3,-0.26,0.10807,-0.02357,0.13458,-0.04759,51.764,54.089,0,0,0,0,0.21,301.6,0.84,16.9,0.67,97.8,0.348,16.5,-0.9,0.1,0,0.11,-0.18,0.84,0.012,1.257,2013,30.4,0.085,16.29,16.16
25/03/2025 5:00,84,12.75,16.93,0.194,6.25,1.99,0.51654,0.16443,0.51922,0.16848,71.789,59.818,0.078,2.55,0.76,0.21031,0.06211,0.28852,0.05734,37.266,61.315,0.06,2.69,-0.37,0.22233,-0.03189,0.23556,-0.05389,59.229,59.544,0.005,0.42,-0.24,0.03428,-0.02145,0.02968,-0.02913,66.764,60.509,0.032,1.44,-0.21,0.11908,-0.02011,0.13712,-0.04109,50.443,55.031,0,0,0,0,0.17,298.3,0.42,16.7,0.68,97.8,0.359,16.4,-0.9,0.2,0,0.08,-0.15,0.42,0.009,1.22,2013,30.3,0.085,15.94,16.11
25/03/2025 5:15,85,12.75,16.81,0.094,2.49,1.71,0.20572,0.14158,0.20415,0.1461,64.842,58.638,0.079,2.65,0.67,0.2186,0.05595,0.26915,0.05124,50.507,60.063,0.065,2.93,-0.41,0.24174,-0.03583,0.25802,-0.05389,58.4,59.981,0.007,0.52,-0.28,0.0431,-0.02557,0.03838,-0.02913,62.848,60.381,0.028,1.34,-0.26,0.11073,-0.02351,0.12664,-0.04433,51.198,54.781,0,0,0,0,0.14,269.4,0.4,16.7,0.7,97.8,0.367,16.3,-0.7,0.1,0,0,-0.14,0.4,0.008,1.205,2013,30.1,0.085,16.38,16.12
25/03/2025 5:30,86,12.75,16.74,0.094,2.51,1.7,0.2069,0.13961,0.20467,0.1441,64.594,60.896,0.057,1.86,0.59,0.15366,0.04878,0.19194,0.04428,53.125,61.184,0.056,2.56,-0.41,0.21204,-0.03567,0.22857,-0.05765,57.828,59.912,0.005,0.42,-0.28,0.03428,-0.02557,0.03387,-0.02901,64.415,59.677,0.033,1.5,-0.21,0.12372,-0.02001,0.13924,-0.04419,50.821,54.402,0,0,0,0,0.19,245,0.43,16.7,0.71,97.8,0.371,16.2,-0.9,0,0,-0.08,-0.17,0.43,0.01,1.197,2012,30,0.085,15.94,16.24
25/03/2025 5:45,87,12.74,16.68,0.089,2.31,1.67,0.19068,0.13776,0.1851,0.14235,67.28,60.573,0.086,2.97,0.63,0.24582,0.05232,0.24036,0.04443,55.502,61.31,0.058,2.59,-0.35,0.21372,-0.03153,0.22702,-0.05347,58.647,59.469,0.004,0.41,-0.28,0.03402,-0.02557,0.03374,-0.02913,65.492,60.248,0.028,1.32,-0.21,0.10858,-0.01989,0.12996,-0.04395,50.89,55.227,0,0,0,0,0.14,251.4,0.32,16.8,0.72,97.8,0.377,16.2,-0.7,-0.1,0,-0.04,-0.13,0.32,0.007,1.194,2012,29.8,0.085,16.67,16.27
25/03/2025 6:00,88,12.73,16.67,0.169,5.17,2.1,0.42684,0.17406,0.43204,0.17483,71.853,60.636,0.071,2.4,0.57,0.19829,0.04776,0.30842,0.04339,37.891,60.443,0.055,2.51,-0.41,0.2074,-0.03537,0.22468,-0.05347,57.999,60.587,0.005,0.41,-0.23,0.03387,-0.02119,0.03344,-0.02889,66.055,59.296,0.025,1.22,-0.26,0.10091,-0.02301,0.11965,-0.04365,51.191,56.03,0,0,0,0,0.15,250.6,0.35,16.9,0.73,97.8,0.381,16.3,-0.9,0.2,0,-0.05,-0.14,0.35,0.008,1.193,2012,29.7,0.085,16.36,16.39
25/03/2025 6:15,89,12.73,16.72,0.091,2.38,1.68,0.1964,0.1391,0.18676,0.14039,67.542,62.842,0.077,2.66,0.55,0.22024,0.04506,0.24265,0.04064,50.442,61.999,0.053,2.47,-0.45,0.20409,-0.03879,0.21486,-0.05285,60.356,60.673,0.004,0.36,-0.23,0.0298,-0.02125,0.02944,-0.02495,66.949,59.683,0.021,1.04,-0.26,0.08576,-0.02297,0.1084,-0.04667,51.757,54.083,3,0,0,0,0.3,232,0.67,17.2,0.74,97.8,0.377,16.4,-0.8,0.1,0,-0.19,-0.24,0.67,0.019,1.224,2013,29.6,0.085,17.51,16.76
25/03/2025 6:30,90,12.76,16.99,0.105,2.87,1.79,0.23729,0.14758,0.20864,0.1526,73.544,64.082,0.083,2.9,0.57,0.23986,0.04708,0.26072,0.03635,47.256,61.309,0.048,2.28,-0.48,0.18834,-0.04145,0.19607,-0.05527,62.002,61.56,0,0.2,-0.28,0.01666,-0.02523,0.01643,-0.03283,65.246,60.255,0.02,1.05,-0.28,0.08654,-0.02567,0.1086,-0.04287,51.573,55.658,10,0,0,0,0.26,231.3,0.74,17.8,0.75,97.8,0.368,16.8,-0.9,0.3,0,-0.16,-0.2,0.74,0.024,1.29,2013,29.4,0.085,18.27,17.28
25/03/2025 6:45,91,12.8,17.48,0.076,1.93,1.46,0.15933,0.11992,0.12768,0.12244,78.951,66.477,0.056,1.91,0.46,0.15794,0.03857,0.1616,0.03498,60.371,63.682,0,0.41,-0.58,0.03336,-0.05001,0.03316,-0.05979,67.493,63.26,0.001,0.24,-0.23,0.02,-0.02041,0.01985,-0.02799,65.938,62.211,0.013,0.74,-0.28,0.06104,-0.02521,0.07216,-0.04223,54.901,56.473,25,0,0,0,0.26,235.4,0.57,18.6,0.76,97.8,0.354,17.5,-0.7,0.1,0,-0.15,-0.21,0.57,0.039,1.386,2012,29.3,0.085,19.82,18.06
